,0,1,2,3
469,かなしばり,すりかえ,さいみんじゅつ,あくむ
470,しねんのずつき,けたぐり,ほのおのパンチ,でんじは
471,クラブハンマー,はたきおとす,ばかぢから,ハサミギロチン
472,アクアブレイク,いわなだれ,はたきおとす,ばかぢから
473,クラブハンマー,いわなだれ,メタルクロー,はたきおとす
474,クラブハンマー,10まんばりき,いわなだれ,はたきおとす
475,クラブハンマー,はたきおとす,ばかぢから,ハサミギロチン
476,クラブハンマー,ハサミギロチン,ばかぢから,シザークロス
477,クラブハンマー,シザークロス,れいとうビーム,こうそくいどう
478,ハサミギロチン,ばかぢから,クラブハンマー,シザークロス
479,リフレクター,ひかりのかべ,ちょうはつ,だいばくはつ
480,いばる,みがわり,ほうでん,イカサマ
481,10まんボルト,めざめるパワー,でんじは,ちょうはつ
482,さいみんじゅつ,エナジーボール,トリックルーム,こうごうせい
483,リーフストーム,サイコショック,めいそう,トリックルーム
484,サイコキネシス,ウッドハンマー,トリックルーム,ねむりごな
485,ソーラービーム,サイコキネシス,めざめるパワー,ねむりごな
486,リーフストーム,サイコキネシス,ねむりごな,めざめるパワー
487,リーフストーム,めざめるパワー,けたぐり,サイコキネシス
488,リーフストーム,サイコキネシス,めざめるパワー,ギガドレイン
489,みがわり,めざめるパワー,パワースワップ,リーフストーム
490,サイコショック,ギガドレイン,みがわり,しびれごな
491,ホネブーメラン,ほのおのパンチ,メガトンキック,つるぎのまい
492,ホネブーメラン,ストーンエッジ,けたぐり,ほろびのうた
493,ホネブーメラン,すてみタックル,がんせきふうじ,ほのおのパンチ
494,ホネブーメラン,うちおとす,つばめがえし,ほのおのパンチ
495,カウンター,インファイト,がんせきふうじ,マッハパンチ
496,きしかいせい,バレットパンチ,インファイト,ストーンエッジ
497,きしかいせい,じしん,バレットパンチ,こらえる
498,ねこだまし,インファイト,じごくづき,ブレイズキック
499,きしかいせい,こらえる,マッハパンチ,どくづき
500,きしかいせい,じごくづき,いわなだれ,あまごい
501,ねこだまし,じしん,じごくづき,インファイト
502,みがわり,きしかいせい,ストーンエッジ,じごくづき
503,ねこだまし,とびひざげり,ブレイズキック,いわなだれ
504,きしかいせい,こらえる,とびひざげり,どくづき
505,とびひざげり,ストーンエッジ,ふいうち,カウンター
506,とびひざげり,ふいうち,ねこだまし,マッハパンチ
507,ねこだまし,インファイト,いわなだれ,にどげり
508,ねこだまし,とびひざげり,ストーンエッジ,ブレイズキック
509,とびひざげり,ストーンエッジ,れいとうパンチ,ほのおのパンチ
510,マッハパンチ,ドレインパンチ,れいとうパンチ,ストーンエッジ
511,インファイト,ねこだまし,フェイント,れいとうパンチ
512,ドレインパンチ,れいとうパンチ,マッハパンチ,ビルドアップ
513,10まんボルト,ヘドロウェーブ,だいもんじ,おにび
514,ヘドロばくだん,だいもんじ,どくどく,おにび
515,どくどく,おにび,いたみわけ,おきみやげ
516,クリアスモッグ,かえんほうしゃ,まもる,おにび
517,クリアスモッグ,ヘドロばくだん,おにび,だいもんじ
518,おにび,10まんボルト,いたみわけ,だいもんじ
519,ヘドロばくだん,だいもんじ,10まんボルト,めざめるパワー
520,クリアスモッグ,だいもんじ,10まんボルト,ヘドロばくだん
521,だいもんじ,めざめるパワー,おにび,だいばくはつ
522,だいもんじ,めざめるパワー,おきみやげ,おにび
523,じしん,いわなだれ,ほのおのパンチ,げきりん
524,カウンター,メタルバースト,こらえる,つのドリル
525,じしん,ロックブラスト,れいとうパンチ,ステルスロック
526,でんじは,タマゴうみ,めいそう,ちきゅうなげ
527,ちきゅうなげ,あまえる,タマゴうみ,みがわり
528,ステルスロック,あまえる,うたう,タマゴうみ
529,ちきゅうなげ,タマゴうみ,ステルスロック,あまえる
530,ちきゅうなげ,みがわり,ちいさくなる,タマゴうみ
531,ちきゅうなげ,うたう,ステルスロック,タマゴうみ
532,ステルスロック,あまえる,うたう,タマゴうみ
533,ステルスロック,あまえる,うたう,タマゴうみ
534,ちきゅうなげ,タマゴうみ,みがわり,ちいさくなる
535,ステルスロック,でんじは,タマゴうみ,ちきゅうなげ
536,タマゴうみ,どくどく,ちきゅうなげ,めいそう
537,ちきゅうなげ,かえんほうしゃ,いやしのすず,タマゴうみ
538,ちきゅうなげ,タマゴうみ,どくどく,でんじは
539,ちきゅうなげ,タマゴうみ,どくどく,ステルスロック
540,タマゴうみ,ちきゅうなげ,でんじは,こごえるかぜ
541,タマゴうみ,ちいさくなる,ちきゅうなげ,どくどく
542,うたう,タマゴうみ,ちきゅうなげ,どくどく
543,はたきおとす,ギガドレイン,やどりぎのタネ,まもる
544,ギガドレイン,やどりぎのタネ,しびれごな,めざめるパワー
545,ギガドレイン,みがわり,にほんばれ,ねむりごな
546,のしかかり,ふいうち,がむしゃら,みがわり
547,ねこだまし,からげんき,なげつける,ふいうち
548,ねこだまし,とっておき,-,-
549,ねこだまし,とっておき,はたく,なきごえ
550,ねこだまし,カウンター,ふいうち,がむしゃら
551,ねこだまし,とっておき,-,-
552,ねこだまし,ふいうち,がむしゃら,カウンター
553,どくどく,ねむる,グロウパンチ,かみくだく
554,がむしゃら,しんぴのまもり,ねこだまし,まもる
555,おんがえし,れいとうパンチ,じしん,ふいうち
556,ふいうち,いわなだれ,れいとうパンチ,こらえる
557,ブレイククロー,ふいうち,ねむる,どくどく
558,ねこだまし,すてみタックル,アームハンマー,ふいうち
559,クイックターン,れいとうビーム,クリアスモッグ,かなしばり
560,ハイドロポンプ,こごえるかぜ,かなしばり,どくどく
561,つのドリル,ねっとう,ねごと,ねむる
562,アクアテール,ふぶき,つのドリル,ドリルライナー
563,ねっとう,れいとうビーム,マッドショット,つのドリル
564,クイックターン,たきのぼり,みがわり,つのドリル
565,つのドリル,れいとうビーム,ねっとう,マッドショット
566,つのドリル,マッドショット,れいとうビーム,メガホーン
567,つのドリル,たきのぼり,どくどく,まもる
568,メテオビーム,ハイドロポンプ,マジカルシャイン,サイコキネシス
569,メテオビーム,ハイドロポンプ,サイコキネシス,マジカルシャイン
570,コスモパワー,じこさいせい,ハイドロポンプ,マジカルシャイン
571,でんじは,クイックターン,スキルスワップ,みがわり
572,サイコキネシス,くさむすび,10まんボルト,みがわり
573,スポットライト,ハイドロポンプ,サイコキネシス,れいとうビーム
574,ちいさくなる,みがわり,どくどく,ねっとう
575,なみのり,れいとうビーム,トリック,でんじは
576,じゅうりょく,ハイドロポンプ,でんじは,れいとうビーム
577,ねっとう,リフレクター,スキルスワップ,じこさいせい
578,みがわり,ちいさくなる,どくどく,ねっとう
579,ハイドロポンプ,10まんボルト,れいとうビーム,-
580,ハイドロポンプ,れいとうビーム,10まんボルト,めざめるパワー
581,ハイドロポンプ,れいとうビーム,かみなり,くさむすび
582,ハイドロポンプ,10まんボルト,サイコショック,トリック
583,ひかりのかべ,リフレクター,ねっとう,じこさいせい
584,サイコキネシス,れいとうビーム,ハイドロポンプ,トリック
585,サイコショック,エナジーボール,マジカルフレイム,わるだくみ
586,サイコキネシス,マジカルシャイン,リフレクター,アンコール
587,サイコキネシス,きあいだま,アンコール,こごえるかぜ
588,サイコキネシス,こごえるかぜ,めざめるパワー,トリック
589,ダブルウイング,とんぼがえり,かわらわり,つるぎのまい
590,とんぼがえり,ダブルウイング,ダメおし,ギガインパクト
591,とんぼがえり,ダブルウイング,かわらわり,つるぎのまい
592,ダブルウイング,シザークロス,かわらわり,つるぎのまい
593,つばめがえし,はねやすめ,とんぼがえり,カウンター
594,つばめがえし,おいかぜ,とんぼがえり,カウンター
595,でんこうせっか,むしくい,つばめがえし,しぜんのめぐみ
596,むしくい,つばめがえし,カウンター,とんぼがえり
597,つばめがえし,むしくい,でんこうせっか,とんぼがえり
598,れいとうビーム,サイコショック,トリック,あくまのキッス
599,ねこだまし,れいとうビーム,あくまのキッス,トリックルーム
600,あくまのキッス,ねこだまし,れいとうビーム,きあいだま
601,れいとうビーム,サイコショック,トリック,あくまのキッス
